Campaign_ID,Campaign_Name,Channel,Region,Start_Date,End_Date,Impressions,Clicks,Conversions,Spend,Revenue,Device,Age_Group
CMP26295,Diwali Blast,Linkedin,North,02-04-2024,02-09-2024,228714,16363,2462,16460.64,59342.83,Desktop,25-34
CMP13140,Summer Sale,Face Book,North,28-07-2024,20-08-2024,63968,828,126,16100.46,59343.44,Desktop,35-44
CMP08935,Diwali Blast,Facebook,North,31-01-2024,02-08-2024,26758,2062,73,21042.90,59344.65,Desktop,55+
CMP20544,New Year,Youtube,North,31-01-2024,03-07-2024,198716,11103,410,19737.82,59345.53,Tablet,45-54
CMP11414,Festive Offer,Facebook,Unknown,20-03-2024,19-04-2024,87965,6979,1111,19531.35,59346.98,Tablet,18-24
CMP03039,Festive Offer,Google Ads,East,27-03-2024,26-04-2024,160160,10000,936,27946.32,59369.36,mobile ,25-34
CMP08282,Back To School,Email,West,21-01-2024,30-01-2024,292856,9600,639,24160.41,59379.08,Desktop,45-54
CMP09882,Summer Sale,Linkedin,South,27-01-2024,02-06-2024,56839,3858,367,16901.21,59381.61,Mobile,25-34
CMP02547,Back To School,Linkedin,East,12-06-2024,28-06-2024,46043,3452,69,19634.02,59394.54,Desktop,18-24
CMP12211,Summer Sale,Google Ads,West,20-06-2024,23-07-2024,243509,5796,1094,14064.82,59394.55,Desktop,35-44
CMP07549,Black Friday,Youtube,South,27-07-2024,08-09-2024,262978,15353,572,13532.18,59395.94,Desktop,45-54
CMP22069,Diwali Blast,Facebook,East,30-07-2024,17-08-2024,289694,7557,805,24723.57,59396.40,Desktop,45-54
CMP24279,New Year,Instagram,East,11-05-2024,15-12-2024,20027,968,167,11974.47,59402.60,Tablet,18-24
CMP27443,Black Friday,Facebook,South,06-05-2024,06-11-2024,42951,938,90,14854.85,59408.83,mobile ,18-24
CMP16764,Diwali Blast,Youtube,North,02-04-2024,02-11-2024,228515,17369,1044,26584.41,59412.76,Mobile,45-54
CMP18642,Diwali Blast,Facebook,North,07-08-2024,30-08-2024,240823,10352,1803,12598.81,59413.51,mobile ,25-34
CMP17419,Back To School,Linkedin,North,26-09-2024,20-10-2024,64945,1584,92,28921.06,59417.25,Mobile,45-54
CMP15942,Diwali Blast,Google Ads,West,20-07-2024,26-08-2024,103984,7751,1040,13529.97,59418.55,Unknown,55+
CMP15935,Diwali Blast,Facebook,East,01-06-2024,19-01-2024,200093,4242,382,21590.78,59420.51,Desktop,45-54
CMP23955,Festive Offer,,West,21-04-2024,05-12-2024,13981,345,33,19845.71,59422.49,Tablet,18-24
CMP13598,Festive Offer,Instagram,West,19-11-2024,12-12-2024,33785,685,111,13418.85,59423.18,Mobile,25-34
CMP08291,Diwali Blast,,North,30-01-2024,03-06-2024,226361,4295,847,25152.19,59430.96,Mobile,55+
CMP27352,Festive Offer,Youtube,North,24-09-2024,10-12-2024,33464,2668,481,18319.91,59443.33,Unknown,35-44
CMP26445,Diwali Blast,Youtube,West,16-12-2024,16-01-2025,270650,10992,1748,14649.42,59453.33,Desktop,35-44
CMP22765,Summer Sale,Linkedin,North,02-07-2024,23-02-2024,8769,526,33,25168.65,59456.31,Tablet,45-54
CMP15646,New Year,Face Book,North,24-03-2024,20-04-2024,23241,434,15,16971.26,59456.45,Desktop,45-54
CMP15198,Festive Offer,Email,Unknown,20-09-2024,29-10-2024,232854,9652,913,27453.77,59456.79,Mobile,18-24
CMP17984,Summer Sale,Face Book,North,10-03-2024,10-09-2024,119522,8486,814,17966.19,59460.02,Unknown,45-54
CMP13674,Back To School,Google Ads,West,17-12-2024,05-01-2025,228652,15060,1050,17093.98,59460.35,Tablet,18-24
CMP00617,Back To School,Facebook,East,17-01-2024,04-02-2024,294607,19616,2879,17997.21,59475.80,Desktop,18-24
CMP25938,Summer Sale,Email,North,02-07-2024,03-06-2024,289147,22309,2742,13946.43,59480.46,Unknown,25-34
CMP26045,Black Friday,Youtube,North,02-08-2024,01-03-2024,200934,5188,146,14144.29,59480.96,Mobile,25-34
CMP23101,Black Friday,Google Ads,North,12-09-2024,26-09-2024,89801,2299,379,25566.25,59484.66,Unknown,45-54
CMP17496,Summer Sale,Instagram,East,31-01-2024,20-02-2024,197474,5761,117,16186.92,59489.39,Desktop,18-24
CMP13218,New Year,,North,20-04-2024,18-05-2024,140223,7096,766,13094.54,59489.76,Tablet,18-24
CMP27151,Summer Sale,Google Ads,North,19-11-2024,24-12-2024,218981,3764,198,26662.32,59491.37,mobile ,45-54
CMP07556,Back To School,Google Ads,South,13-09-2024,18-09-2024,205054,6420,272,13007.31,59495.75,mobile ,55+
CMP15460,New Year,Face Book,North,19-10-2024,28-11-2024,224229,9639,349,20280.58,59496.02,Tablet,35-44
CMP14437,Back To School,Instagram,Unknown,08-10-2024,19-10-2024,121623,3192,440,21714.97,59498.32,mobile ,25-34
CMP26174,New Year,Google Ads,North,15-06-2024,24-06-2024,143661,8692,503,16538.89,59507.37,Unknown,18-24
CMP21085,New Year,Email,North,05-04-2024,12-05-2024,170874,10749,538,26327.53,59510.34,Desktop,25-34
CMP20658,Back To School,Google Ads,East,09-08-2024,09-11-2024,110031,8790,1494,22023.35,59517.01,Unknown,25-34
CMP01741,Summer Sale,Google Ads,South,19-02-2024,22-03-2024,48438,980,86,15134.32,59520.75,mobile ,25-34
CMP26427,Black Friday,Google Ads,West,02-08-2024,15-08-2024,284715,16052,2247,15566.16,59522.14,mobile ,35-44
CMP03637,Summer Sale,Face Book,West,27-07-2024,15-08-2024,64885,2243,168,24756.37,59537.65,Desktop,25-34
CMP27230,Back To School,Google Ads,Unknown,27-12-2024,16-01-2025,113463,8874,777,17844.98,59538.08,Tablet,25-34
CMP29709,Festive Offer,Google Ads,North,28-10-2024,12-05-2024,163074,6141,318,19829.22,59541.40,Tablet,45-54
CMP25343,Summer Sale,Instagram,North,12-01-2024,08-02-2024,111461,4117,433,15082.42,59541.55,Unknown,35-44
CMP17620,Back To School,Google Ads,West,18-11-2024,20-12-2024,244020,10530,773,16370.53,59543.90,mobile ,35-44
CMP22851,Black Friday,Linkedin,South,02-09-2024,16-02-2024,202625,4700,284,17887.28,59556.86,Unknown,55+
CMP18893,Back To School,Facebook,West,22-03-2024,05-01-2024,145069,5960,472,26624.28,59559.33,Unknown,25-34
CMP15455,Black Friday,Face Book,South,08-05-2024,12-09-2024,98215,3117,133,18437.52,59568.30,mobile ,18-24
CMP16393,Summer Sale,Facebook,North,02-03-2024,13-03-2024,27066,531,94,12594.02,59583.59,Mobile,18-24
CMP25618,Black Friday,Facebook,West,16-07-2024,19-08-2024,253561,14750,2056,12120.44,59588.92,Tablet,35-44
CMP23577,Summer Sale,Email,East,26-04-2024,05-04-2024,161490,6974,250,15965.98,59595.66,Tablet,55+
CMP28253,Summer Sale,Instagram,North,02-05-2024,26-02-2024,191174,10245,1312,17040.97,59598.37,Unknown,55+
CMP13959,Summer Sale,Email,West,02-06-2024,23-02-2024,229865,15241,1603,13495.21,59603.56,Tablet,45-54
CMP02832,Summer Sale,Google Ads,North,24-10-2024,25-11-2024,194410,13982,584,26746.26,59605.37,Tablet,45-54
CMP06889,Black Friday,Instagram,North,03-02-2024,28-02-2024,236105,12719,555,25358.73,59607.82,Desktop,35-44
CMP23968,Back To School,Face Book,North,30-11-2024,06-12-2024,163219,12938,1847,27280.00,59620.55,mobile ,45-54
CMP29195,Festive Offer,Face Book,West,23-07-2024,08-01-2024,70066,4694,148,22239.43,59621.20,Tablet,45-54
CMP09307,Summer Sale,Google Ads,West,09-12-2024,22-10-2024,62468,3378,419,20585.10,59624.93,Unknown,25-34
CMP22881,Black Friday,Google Ads,North,22-02-2024,03-04-2024,114908,5367,511,25041.74,59631.08,Mobile,45-54
CMP18057,Summer Sale,Facebook,North,12-05-2024,03-01-2025,242403,13555,2235,24939.05,59634.18,Tablet,25-34
CMP03152,Black Friday,Face Book,North,10-02-2024,15-02-2024,12776,680,28,26797.98,59634.74,Mobile,18-24
CMP05667,New Year,Email,West,16-10-2024,17-11-2024,149728,6110,375,16287.55,59646.00,Unknown,45-54
CMP10456,Festive Offer,Email,West,06-07-2024,17-07-2024,21497,1087,135,27010.15,59647.13,mobile ,45-54
CMP14183,Festive Offer,Facebook,North,23-03-2024,15-04-2024,126510,7218,432,29976.57,59665.05,Mobile,45-54
CMP03415,Back To School,Facebook,East,13-05-2024,28-05-2024,51823,3779,266,12273.53,59667.35,Unknown,25-34
CMP05323,Summer Sale,Facebook,East,10-09-2024,04-11-2024,257809,19833,1814,29718.83,59675.84,Desktop,25-34
CMP12263,Black Friday,Face Book,West,11-05-2024,13-11-2024,297855,15727,549,19415.00,59678.35,Desktop,25-34
CMP09575,Back To School,Instagram,West,27-03-2024,25-04-2024,285588,22799,2512,25757.65,59687.91,Mobile,35-44
CMP12490,Festive Offer,Instagram,East,05-08-2024,06-08-2024,141239,3108,612,27992.63,59688.62,Desktop,35-44
CMP15668,Back To School,Facebook,South,10-03-2024,16-10-2024,268835,20943,1130,17958.47,59691.06,Desktop,25-34
CMP13494,New Year,Email,West,12-11-2024,12-04-2024,259886,6815,283,18903.80,59698.54,mobile ,18-24
CMP26181,Black Friday,Email,West,04-04-2024,05-05-2024,53585,2339,136,12875.55,59705.80,mobile ,25-34
CMP25547,Summer Sale,Youtube,North,21-05-2024,13-06-2024,80000,6080,724,12580.00,59705.90,Desktop,18-24
CMP27162,Black Friday,Facebook,North,26-08-2024,30-09-2024,22708,892,75,21205.27,59707.67,Desktop,55+
CMP02942,Diwali Blast,Instagram,Unknown,27-05-2024,04-06-2024,24078,1554,181,13583.01,59716.51,Tablet,25-34
CMP21404,Black Friday,Linkedin,Unknown,25-01-2024,30-01-2024,30950,990,133,15191.28,59717.17,Mobile,45-54
CMP16813,Back To School,Linkedin,South,27-10-2024,11-01-2024,239423,10681,1223,17912.05,59717.58,Tablet,55+
CMP18178,Back To School,Facebook,North,22-01-2024,02-07-2024,147469,6784,974,21798.13,59720.52,mobile ,18-24
CMP26227,Summer Sale,Facebook,East,09-01-2024,02-09-2024,118171,6321,622,14556.05,59721.13,Mobile,45-54
CMP04538,New Year,Youtube,West,16-08-2024,29-08-2024,202550,2733,132,29307.41,59724.42,mobile ,18-24
CMP06062,Diwali Blast,Google Ads,West,10-02-2024,20-10-2024,276457,17731,2468,27164.04,59734.97,mobile ,35-44
CMP17880,New Year,Face Book,North,21-11-2024,12-12-2024,218511,10731,542,29101.93,59737.58,Desktop,45-54
CMP09683,Back To School,Facebook,East,10-08-2024,30-10-2024,137144,5010,209,27193.30,59743.90,Unknown,55+
CMP00959,Back To School,Google Ads,West,21-01-2024,02-04-2024,152839,3428,458,29900.42,59747.27,Tablet,35-44
CMP07911,Summer Sale,Google Ads,West,12-11-2024,20-01-2025,118781,6745,862,14426.45,59751.64,Mobile,18-24
CMP04357,Diwali Blast,Youtube,West,03-04-2024,04-09-2024,82554,3987,518,15999.94,59752.92,Tablet,45-54
CMP21104,New Year,Youtube,North,25-01-2024,02-01-2024,73401,4068,520,28027.81,59757.58,Mobile,25-34
CMP27144,Summer Sale,Linkedin,North,07-11-2024,16-08-2024,32050,2391,408,26081.21,59770.43,Tablet,35-44
CMP15082,New Year,Facebook,North,09-02-2024,14-02-2024,31096,1327,253,14212.85,59773.80,mobile ,55+
CMP10602,Diwali Blast,Facebook,North,16-05-2024,06-11-2024,83989,3475,431,28839.39,59774.11,Tablet,35-44
CMP04637,Back To School,Face Book,North,17-01-2024,02-03-2024,6148,169,10,18162.67,59774.96,mobile ,55+
CMP03810,Back To School,Google Ads,North,18-09-2024,30-09-2024,161428,10072,1362,16938.53,59788.26,Unknown,25-34
CMP15318,Black Friday,Instagram,North,13-08-2024,30-08-2024,72483,5391,158,16462.35,59791.09,mobile ,55+
CMP02939,Diwali Blast,Google Ads,East,05-02-2024,05-12-2024,61779,4735,254,12347.33,59796.73,Tablet,55+
CMP09927,Black Friday,Youtube,West,01-05-2024,25-05-2024,11048,760,51,14516.66,59800.96,Unknown,55+
CMP18199,Diwali Blast,Google Ads,West,05-08-2024,28-05-2024,288662,8528,539,20834.49,59802.11,mobile ,55+
CMP09518,Diwali Blast,Youtube,West,28-05-2024,17-06-2024,188024,3323,313,20241.06,59807.20,Mobile,18-24
CMP28452,Festive Offer,Google Ads,North,24-06-2024,08-03-2024,39920,2453,477,19862.65,59811.03,Unknown,45-54
CMP11344,Festive Offer,Facebook,West,10-04-2024,05-02-2024,297891,20413,1002,19621.44,59811.36,mobile ,25-34
CMP11318,New Year,Google Ads,North,30-04-2024,30-05-2024,117943,6505,793,13046.24,59826.26,Desktop,35-44
CMP08609,Festive Offer,Youtube,West,29-05-2024,16-06-2024,166108,7883,314,12688.00,59826.35,Unknown,35-44
CMP17501,New Year,Face Book,North,19-03-2024,25-03-2024,225710,8529,697,28812.24,59828.44,Tablet,55+
CMP13110,Diwali Blast,Google Ads,North,26-05-2024,07-01-2024,70583,3228,524,29507.22,59830.36,Desktop,35-44
CMP11394,Black Friday,Google Ads,West,16-09-2024,12-10-2024,198606,14216,1629,18696.52,59842.31,Tablet,55+
CMP25559,Diwali Blast,Google Ads,South,09-09-2024,30-09-2024,54376,1010,195,13729.66,59846.00,mobile ,45-54
CMP23984,Diwali Blast,Facebook,South,09-11-2024,12-10-2024,172392,10715,1732,12529.83,59848.29,Tablet,18-24
CMP14003,Diwali Blast,Facebook,South,13-04-2024,22-04-2024,246821,15685,2781,18551.49,59848.68,Desktop,55+
CMP25199,New Year,Google Ads,West,03-07-2024,18-07-2024,281498,16821,3009,23006.56,59861.32,Desktop,55+
CMP11148,New Year,Facebook,North,08-08-2024,15-08-2024,200125,8150,1184,15663.28,59873.13,Desktop,35-44
CMP09070,Summer Sale,Instagram,North,04-03-2024,16-03-2024,218527,11505,998,24776.17,59876.11,Unknown,55+
CMP05491,Back To School,Face Book,East,16-04-2024,30-04-2024,168931,7669,153,14888.05,59881.62,Tablet,55+
CMP09258,New Year,Facebook,West,18-05-2024,23-06-2024,92678,3671,495,14449.02,59886.81,Mobile,18-24
CMP07030,Diwali Blast,Facebook,West,29-12-2024,12-01-2025,287747,9740,1922,28904.34,59887.34,mobile ,35-44
CMP23661,Back To School,Google Ads,North,06-01-2024,17-01-2024,186033,14047,661,15052.12,59896.13,mobile ,18-24
CMP04015,Festive Offer,Google Ads,North,05-07-2024,31-05-2024,42452,1561,190,24891.40,59900.91,Unknown,55+
CMP16083,New Year,Google Ads,North,29-11-2024,05-12-2024,93071,5813,918,12276.76,59910.14,Mobile,45-54
CMP01387,Diwali Blast,Facebook,East,24-06-2024,27-07-2024,209435,8803,1465,29475.48,59911.37,Desktop,45-54
CMP09981,Diwali Blast,Google Ads,North,08-07-2024,08-02-2024,109866,8316,669,16782.22,59929.05,Unknown,45-54
CMP27699,New Year,Facebook,South,17-12-2024,01-03-2025,49007,1473,71,23942.66,59936.49,Unknown,18-24
CMP06531,Festive Offer,Linkedin,South,22-10-2024,20-11-2024,192404,9745,1035,19292.10,59945.99,mobile ,55+
CMP06485,Festive Offer,Email,North,16-03-2024,22-03-2024,197325,8072,433,22484.96,59947.42,Mobile,18-24
CMP24205,Festive Offer,Google Ads,North,26-08-2024,09-01-2024,254109,9143,674,22149.27,59952.88,Desktop,35-44
CMP07074,Diwali Blast,Google Ads,West,24-12-2024,02-01-2025,193955,4916,447,23500.79,59952.90,Mobile,55+
CMP25294,New Year,,West,01-04-2024,11-01-2024,195294,14933,305,15985.39,59953.28,mobile ,45-54
CMP22639,Summer Sale,Facebook,Unknown,23-04-2024,22-05-2024,281751,8110,441,19960.04,59968.98,Tablet,18-24
CMP18264,Diwali Blast,Instagram,West,22-02-2024,04-01-2024,64121,719,110,13348.30,59973.31,Unknown,45-54
CMP07715,Black Friday,Linkedin,West,06-10-2024,30-10-2024,225019,13325,2338,28781.21,59974.35,Unknown,55+
CMP15249,Summer Sale,,North,17-07-2024,05-08-2024,154958,8993,687,13599.71,59982.45,Mobile,25-34
CMP04106,Diwali Blast,Google Ads,South,10-05-2024,06-11-2024,219585,4104,421,16727.01,59992.16,Tablet,18-24
CMP13894,Back To School,Email,North,18-12-2024,20-01-2025,62820,4241,726,16123.31,59995.00,Unknown,55+
CMP17232,Summer Sale,Instagram,West,09-08-2024,10-10-2024,101506,5567,769,23695.57,59996.81,Tablet,25-34
CMP09206,Festive Offer,Linkedin,North,12-02-2024,16-12-2024,179995,3283,256,24546.61,60001.87,Tablet,55+
CMP22181,New Year,Linkedin,South,26-08-2024,23-09-2024,32349,414,61,14818.62,60002.93,Tablet,35-44
CMP14979,Diwali Blast,Youtube,West,25-10-2024,11-10-2024,143089,6646,654,13092.83,60006.08,mobile ,18-24
CMP28567,Festive Offer,Linkedin,North,13-10-2024,16-11-2024,172174,5953,540,23150.34,60007.92,Desktop,25-34
CMP07655,Back To School,Email,West,16-04-2024,16-05-2024,256682,8872,1555,12425.81,60008.86,Unknown,35-44
CMP11657,Back To School,Face Book,North,11-10-2024,16-11-2024,92387,2068,162,12538.80,60010.62,mobile ,25-34
CMP06810,Back To School,Facebook,North,12-06-2024,22-06-2024,81912,2496,108,24603.57,60012.60,Desktop,35-44
CMP20367,New Year,Email,North,03-10-2024,11-06-2024,212424,14729,1283,15376.48,60017.22,Unknown,18-24
CMP04094,Summer Sale,Facebook,South,17-05-2024,17-06-2024,79815,3580,164,25369.58,60024.13,Mobile,18-24
CMP08680,Diwali Blast,Google Ads,North,05-06-2024,07-06-2024,29091,1893,263,22213.35,60024.62,Mobile,18-24
CMP00806,Black Friday,Facebook,West,21-05-2024,15-06-2024,267700,20390,3545,19419.03,60026.45,Desktop,25-34
CMP03034,Black Friday,Google Ads,South,18-07-2024,18-08-2024,171818,4352,97,14079.40,60028.59,Desktop,35-44
CMP15303,Festive Offer,Facebook,West,04-03-2024,19-04-2024,107232,1540,209,26711.12,60035.04,Mobile,45-54
CMP02246,Diwali Blast,Google Ads,East,07-07-2024,16-08-2024,200272,12169,263,13374.36,60043.73,mobile ,18-24
CMP07847,Back To School,Youtube,North,05-02-2024,05-03-2024,34307,1355,91,20347.21,60046.15,Mobile,25-34
CMP08765,Festive Offer,Facebook,North,15-12-2024,24-12-2024,38932,2622,164,18236.54,60048.58,Desktop,35-44
CMP21773,Summer Sale,Google Ads,North,12-04-2024,10-01-2025,143548,6192,1218,29251.39,60050.75,Mobile,45-54
CMP23356,New Year,Instagram,North,22-03-2024,04-01-2024,137515,6268,880,13196.04,60052.62,Tablet,55+
CMP21272,Back To School,Email,North,16-02-2024,26-02-2024,18969,459,22,24829.53,60054.27,Mobile,45-54
CMP11181,Diwali Blast,Google Ads,East,18-12-2024,01-11-2025,79774,4230,598,13066.17,60056.42,Unknown,18-24
CMP27297,New Year,Youtube,North,08-04-2024,04-09-2024,217469,9147,843,16246.63,60057.20,Unknown,25-34
CMP13345,Diwali Blast,Google Ads,North,27-04-2024,05-08-2024,122484,5874,830,12676.93,60057.73,Unknown,35-44
CMP08669,New Year,Facebook,North,28-03-2024,04-03-2024,66033,2602,213,25028.07,60061.73,mobile ,35-44
CMP19379,New Year,Google Ads,North,29-05-2024,22-06-2024,295328,16615,1724,24789.49,60063.48,Tablet,55+
CMP16955,Back To School,Instagram,West,15-10-2024,11-01-2024,258371,4722,622,26371.02,60079.22,mobile ,35-44
CMP19161,New Year,Facebook,South,16-01-2024,23-02-2024,261736,5256,613,21882.51,60081.70,mobile ,18-24
CMP09006,Diwali Blast,Instagram,East,16-03-2024,04-04-2024,213093,14230,2732,14087.19,60082.98,Desktop,18-24
CMP05999,Festive Offer,Google Ads,South,11-08-2024,25-11-2024,106714,7693,225,13596.10,60085.53,Mobile,35-44
CMP26488,New Year,Email,West,03-03-2024,28-03-2024,188670,11415,1728,12628.56,60091.49,Mobile,45-54
CMP19442,Black Friday,Google Ads,West,07-02-2024,18-07-2024,282122,10284,1547,12714.63,60092.70,Mobile,35-44
CMP00939,New Year,Facebook,South,20-06-2024,17-07-2024,8696,582,108,20962.97,60096.81,Desktop,45-54
CMP02742,Festive Offer,Google Ads,South,04-05-2024,13-05-2024,185752,10175,272,18687.12,60101.68,mobile ,55+
CMP24808,New Year,Youtube,North,21-11-2024,12-09-2024,73061,4158,405,19657.33,60109.19,Unknown,25-34
CMP10303,Diwali Blast,Linkedin,North,15-07-2024,08-07-2024,193981,9981,1377,15927.57,60110.01,Unknown,35-44
CMP29069,Black Friday,Face Book,North,05-09-2024,26-05-2024,213180,12243,2113,16671.81,60111.78,Tablet,25-34
CMP18331,Black Friday,Instagram,West,20-11-2024,12-07-2024,143426,8178,326,12826.97,60118.86,Unknown,55+
CMP24107,Festive Offer,Linkedin,South,11-06-2024,18-11-2024,189202,12368,1497,28482.18,60119.14,Tablet,55+
CMP08626,Summer Sale,Google Ads,West,01-09-2024,12-02-2024,150238,4694,324,15403.26,60120.92,mobile ,25-34
CMP06761,New Year,,South,18-05-2024,06-02-2024,5727,223,42,15879.89,60124.11,Tablet,35-44
CMP20305,Summer Sale,Google Ads,West,28-01-2024,25-02-2024,113038,8465,1197,12112.74,60126.27,mobile ,35-44
CMP05790,New Year,,West,07-07-2024,06-08-2024,95280,1295,98,15249.88,60133.96,mobile ,45-54
CMP00131,Festive Offer,Google Ads,North,16-01-2024,10-02-2024,239877,9020,1285,14124.86,60134.02,Tablet,45-54
CMP10505,New Year,Facebook,North,20-09-2024,18-10-2024,101064,4860,583,15217.57,60139.74,Desktop,45-54
CMP08166,New Year,Linkedin,North,27-01-2024,19-02-2024,283078,3915,432,15871.36,60140.97,Unknown,45-54
CMP16006,Black Friday,Facebook,Unknown,14-04-2024,23-04-2024,274157,4538,706,16373.97,60152.40,Unknown,45-54
CMP27570,Back To School,Instagram,North,26-08-2024,23-09-2024,185522,4181,418,14532.31,60152.97,Tablet,35-44
CMP07134,Diwali Blast,Youtube,North,19-02-2024,26-03-2024,266447,12834,1927,12130.85,60155.07,Desktop,55+
CMP08419,Festive Offer,Facebook,North,01-05-2024,28-01-2024,178435,2970,149,18996.55,60156.12,Unknown,55+
CMP18849,Festive Offer,Instagram,East,28-10-2024,20-11-2024,63892,2959,281,29472.55,60157.71,mobile ,55+
CMP00527,Diwali Blast,Instagram,North,02-12-2024,08-03-2024,282866,12970,934,20198.24,60158.94,Unknown,18-24
CMP01864,Diwali Blast,Google Ads,North,31-08-2024,09-06-2024,96212,2613,142,25280.42,60167.34,mobile ,45-54
CMP29314,Diwali Blast,Google Ads,North,16-04-2024,05-02-2024,116964,4683,919,29586.79,60170.66,Desktop,18-24
CMP28070,Back To School,Youtube,East,15-05-2024,01-06-2024,146631,9652,453,17997.35,60172.35,Desktop,18-24
CMP14138,Diwali Blast,,West,29-03-2024,29-04-2024,269403,7599,1109,24929.20,60174.32,Desktop,55+
CMP26773,Diwali Blast,Google Ads,South,14-01-2024,02-07-2024,162835,5005,297,27348.03,60183.72,Tablet,55+
CMP13924,Back To School,Google Ads,East,26-01-2024,08-02-2024,205250,8193,1293,13666.62,60184.88,Desktop,45-54
CMP21536,Festive Offer,Google Ads,West,06-06-2024,29-06-2024,99829,7096,598,13390.90,60190.13,Desktop,18-24
CMP20534,Festive Offer,Face Book,West,08-01-2024,30-01-2024,80605,4968,410,18380.85,60191.83,Desktop,55+
CMP15710,New Year,Google Ads,North,20-03-2024,17-04-2024,117225,2838,452,26482.98,60192.43,Tablet,18-24
CMP14729,Diwali Blast,Linkedin,West,05-05-2024,12-06-2024,38930,1330,179,19337.61,60206.13,Desktop,18-24
CMP01790,Black Friday,Youtube,East,12-12-2024,01-03-2025,111598,4090,789,14062.62,60207.76,Tablet,55+
CMP11850,Back To School,Google Ads,South,10-12-2024,03-11-2024,129540,6712,1046,25185.81,60208.04,Unknown,55+
CMP03684,Back To School,Email,South,08-02-2024,20-08-2024,236446,4790,222,26408.91,60210.36,Unknown,18-24
CMP11890,New Year,Face Book,South,08-02-2024,17-08-2024,250108,4653,702,18202.14,60215.60,Tablet,35-44
CMP15443,Summer Sale,Linkedin,Unknown,04-06-2024,21-04-2024,253575,14517,895,25683.64,60217.89,Mobile,45-54
CMP13862,New Year,Google Ads,South,01-04-2024,05-09-2024,246926,14336,473,16125.36,60218.34,mobile ,18-24
CMP01836,Back To School,Facebook,West,06-01-2024,11-07-2024,197825,10603,1750,24379.85,60225.20,mobile ,35-44
CMP23847,Black Friday,,Unknown,16-09-2024,24-09-2024,255895,19483,3341,18615.95,60233.12,Mobile,35-44
CMP27618,Black Friday,Face Book,East,02-07-2024,25-02-2024,27621,1462,181,12910.98,60237.73,Desktop,18-24
CMP08978,Back To School,Instagram,West,03-10-2024,10-12-2024,167462,5415,467,17440.46,60240.41,Tablet,45-54
CMP01651,Black Friday,,West,22-11-2024,12-04-2024,18446,1411,120,18624.98,60257.16,mobile ,35-44
CMP28349,Black Friday,Google Ads,West,13-09-2024,10-09-2024,134980,8448,490,22586.86,60261.88,Desktop,25-34
CMP20873,Festive Offer,Facebook,North,24-05-2024,29-06-2024,62789,2065,58,16124.81,60284.91,Mobile,18-24
CMP17950,Summer Sale,Google Ads,South,31-08-2024,15-09-2024,283060,13734,1837,17705.03,60289.37,Tablet,18-24
CMP07005,Diwali Blast,Instagram,West,17-12-2024,23-12-2024,148079,5035,507,15514.22,60292.96,Unknown,25-34
CMP29051,Summer Sale,Google Ads,South,03-10-2024,04-06-2024,41315,2820,74,25458.41,60300.74,Unknown,35-44
CMP12106,New Year,Google Ads,North,18-09-2024,23-10-2024,300000,21692,831,18219.29,60301.56,Unknown,45-54
CMP17654,Festive Offer,Facebook,West,18-05-2024,06-12-2024,144883,2381,170,16130.31,60314.18,mobile ,45-54
CMP20629,New Year,Google Ads,North,22-03-2024,28-03-2024,164861,6012,279,13058.20,60324.53,Tablet,45-54
CMP06750,Summer Sale,Youtube,South,07-04-2024,27-07-2024,104368,2436,134,22767.81,60326.27,Mobile,18-24
CMP15650,Black Friday,Google Ads,West,19-07-2024,08-03-2024,227548,16011,1036,15782.60,60341.93,mobile ,45-54
CMP06547,New Year,Email,West,24-04-2024,05-05-2024,187256,5704,361,22615.90,60342.96,Tablet,35-44
CMP15107,Black Friday,Google Ads,North,14-02-2024,15-03-2024,261071,17643,1693,27637.82,60346.77,mobile ,45-54
CMP10841,New Year,Linkedin,North,22-03-2024,01-05-2024,10735,484,91,13544.63,60351.63,Unknown,18-24
CMP04188,Summer Sale,Facebook,West,19-10-2024,20-11-2024,18309,1451,103,12781.46,60353.88,Unknown,18-24
CMP25869,Black Friday,Facebook,North,22-04-2024,22-05-2024,177462,8737,837,12392.41,60362.62,Desktop,25-34
CMP04031,New Year,,North,11-07-2024,22-11-2024,139840,7142,1183,18711.58,60380.88,mobile ,18-24
CMP12470,New Year,Youtube,North,13-06-2024,07-08-2024,182066,4467,433,25153.37,60383.21,mobile ,55+
CMP01818,Festive Offer,Facebook,West,10-01-2024,29-01-2024,131620,4162,691,21095.22,60386.06,Tablet,35-44
CMP05696,Festive Offer,Instagram,North,07-08-2024,18-07-2024,280815,19157,683,18809.41,60390.69,Mobile,45-54
CMP17465,Diwali Blast,Google Ads,West,25-03-2024,03-05-2024,179417,3247,559,20110.58,60393.73,Unknown,18-24
CMP12340,Festive Offer,Linkedin,South,02-02-2024,08-03-2024,257916,2836,411,14128.33,60394.58,Tablet,18-24
CMP18043,Diwali Blast,Google Ads,Unknown,31-03-2024,07-04-2024,191301,14246,2230,24424.91,60403.28,Unknown,18-24
CMP23463,Festive Offer,Google Ads,West,28-09-2024,17-10-2024,266362,13072,380,25894.44,60407.31,Tablet,45-54
CMP11604,Black Friday,Face Book,North,01-05-2024,26-01-2024,176487,1994,263,19878.95,60408.50,Desktop,18-24
CMP13414,Festive Offer,Youtube,North,23-04-2024,29-04-2024,226793,11470,2042,14628.46,60413.69,Desktop,25-34
